,score_phrase,title,url,platform,score,editors_choice,release_year,release_month,release_day,primary_genre,secondary_genre
137,Amazing,The Walking Dead: The Game -- Episode 3: Long Road Ahead,/games/the-walking-dead-season-1-episode-3/ipad-135871,iPad,9.0,Y,2012,10,22,Adventure,
138,Great,Skylanders Giants,/games/skylanders-giants/xbox-360-128140,Xbox 360,8.0,N,2012,10,18,Action, Adventure
139,Great,Skylanders Giants,/games/skylanders-giants/wii-128141,Wii,8.0,N,2012,10,18,Action, Adventure
140,Good,Borderlands 2: Captain Scarlett and her Pirate's Booty,/games/borderlands-2-captain-scarlett-and-her-pirates-booty/xbox-360-145420,Xbox 360,7.5,N,2012,10,18,Shooter, RPG
141,Great,Devil's Attorney,/games/devils-attorney/android-145462,Android,8.3,N,2012,10,17,Strategy,
142,Great,Devil's Attorney,/games/devils-attorney/iphone-145099,iPhone,8.3,N,2012,10,17,Strategy,
143,Okay,Code of Princess,/games/code-of-princess-135813/3ds-125676,Nintendo 3DS,6.9,N,2012,10,17,Action, RPG
144,Great,SunFlowers,/games/sun-flowers-134128/vita-132435,PlayStation Vita,8.0,N,2012,10,17,Puzzle,
145,Bad,007 Legends,/games/007-legends/xbox-360-132394,Xbox 360,4.5,N,2012,10,16,Action,
146,Amazing,Super Hexagon,/games/super-hexagon/iphone-143440,iPhone,9.0,N,2012,9,19,Action,
147,Great,Machinarium,/games/machinarium/ps3-110942,PlayStation 3,8.0,N,2012,9,18,Adventure,
148,Great,Final Fantasy Dimensions,/games/final-fantasy-dimensions/iphone-135306,iPhone,8.0,N,2012,9,18,RPG,
149,Great,They Bleed Pixels,/games/they-bleed-pixels/pc-141012,PC,8.2,N,2012,9,18,Platformer,
150,Good,Jet Set Radio,/games/jet-set-radio/vita-135073,PlayStation Vita,7.5,N,2012,9,17,Action,
151,Good,Jet Set Radio,/games/jet-set-radio/ps3-129168,PlayStation 3,7.5,N,2012,9,17,Action,
152,Good,Jet Set Radio,/games/jet-set-radio/xbox-360-129165,Xbox 360,7.5,N,2012,9,17,Action,
153,Great,Pro Evolution Soccer 2013,/games/pro-evolution-soccer-2013/xbox-360-133009,Xbox 360,8.5,Y,2012,9,17,Sports,
154,Amazing,F1 2012,/games/f1-2012/pc-130383,PC,9.0,Y,2012,9,17,Racing,
155,Good,Darksiders II,/games/darksiders-2/xbox-360-14336768,Xbox 360,7.5,N,2012,8,14,Action,
156,Good,Pitfall,/games/pitfall-working-title/iphone-137420,iPhone,7.0,N,2012,8,13,Platformer,
157,Great,Dust: An Elysian Tail,/games/dust-an-elysian-tail-139696/xbox-360-77719,Xbox 360,8.5,N,2012,8,13,Platformer,
158,Great,Hybrid,/games/hybrid-140542/xbox-360-37860,Xbox 360,8.0,N,2012,8,13,Shooter,
159,Mediocre,The Dark Knight Rises,/games/the-dark-knight-rises/iphone-130653,iPhone,5.5,N,2012,8,10,Action,
160,Good,10000000,/games/10000000/iphone-139135,iPhone,7.5,N,2012,8,9,,
161,Okay,The Political Machine 2012,/games/the-political-machine-2012/pc-131306,PC,6.5,N,2012,8,9,Strategy,
162,Amazing,Sound Shapes,/games/sound-shapes-queasy-games/ps3-135578,PlayStation 3,9.0,Y,2012,8,8,Platformer,
163,Amazing,Sound Shapes,/games/sound-shapes-queasy-games/vita-110145,PlayStation Vita,9.0,Y,2012,8,8,Platformer,
164,Okay,One Piece: Pirate Warriors,/games/one-piece-pirate-warriors/ps3-116782,PlayStation 3,6.0,N,2012,10,8,Action,
165,Great,XCOM: Enemy Unknown,/games/xcom-enemy-unknown/ps3-126073,PlayStation 3,8.2,N,2012,10,8,Strategy,
166,Amazing,Dishonored,/games/dishonored/xbox-360-112932,Xbox 360,9.2,Y,2012,10,7,Action,
167,Amazing,Dishonored,/games/dishonored/pc-112928,PC,9.2,Y,2012,10,7,Action,
168,Amazing,Dishonored,/games/dishonored/ps3-112931,PlayStation 3,9.2,Y,2012,10,7,Action,
169,Good,Angry Birds Trilogy,/games/angry-birds-trilogy/3ds-82424,Nintendo 3DS,7.0,N,2012,10,6,Puzzle, Action
170,Good,Angry Birds Trilogy,/games/angry-birds-trilogy/xbox-360-88826,Xbox 360,7.0,N,2012,10,6,Puzzle, Action
171,Good,Angry Birds Trilogy,/games/angry-birds-trilogy/ps3-135852,PlayStation 3,7.0,N,2012,10,6,Puzzle, Action
172,Great,Girls Like Robots,/games/girls-like-robots/iphone-145093,iPhone,8.5,N,2012,10,19,Puzzle,
173,Bad,Happy Wars,/games/happy-wars/xbox-360-64840,Xbox 360,4.0,N,2012,10,19,Action,
174,Bad,007 Legends,/games/007-legends/ps3-132391,PlayStation 3,4.5,N,2012,10,16,Action,
175,Amazing,Funky Smugglers,/games/funky-smugglers/iphone-145106,iPhone,9.0,Y,2012,10,16,Action,
176,Okay,Colour Bind,/games/colour-bind/pc-143757,PC,6.2,N,2012,10,15,,
177,Mediocre,WRC 3 FIA World Rally Championship,/games/wrc-3-fia-world-rally-championship/xbox-360-131357,Xbox 360,5.0,N,2012,10,15,Racing,
178,Mediocre,WRC 3 FIA World Rally Championship,/games/wrc-3-fia-world-rally-championship/pc-131360,PC,5.0,N,2012,10,15,Racing,
179,Mediocre,Retro City Rampage,/games/retro-city-rampage/ps3-128971,PlayStation 3,5.3,N,2012,10,15,Action, Adventure
180,Mediocre,Retro City Rampage,/games/retro-city-rampage/pc-129032,PC,5.3,N,2012,10,15,Action, Adventure
181,Great,Dance Central 3,/games/dance-central-3/xbox-360-135601,Xbox 360,8.0,N,2012,10,15,Music,
182,Mediocre,WRC 3 FIA World Rally Championship,/games/wrc-3-fia-world-rally-championship/ps3-131361,PlayStation 3,5.0,N,2012,10,15,Racing,
183,Mediocre,Snapshot,/games/snapshot/pc-143174,PC,5.0,N,2012,9,17,Platformer,
184,Amazing,F1 2012,/games/f1-2012/ps3-130382,PlayStation 3,9.0,Y,2012,9,17,Racing,
185,Great,Pro Evolution Soccer 2013,/games/pro-evolution-soccer-2013/ps3-133012,PlayStation 3,8.5,Y,2012,9,17,Sports,
186,Amazing,F1 2012,/games/f1-2012/xbox-360-130379,Xbox 360,9.0,Y,2012,9,17,Racing,
187,Great,Pro Evolution Soccer 2013,/games/pro-evolution-soccer-2013/pc-133014,PC,8.5,Y,2012,9,17,Sports,
188,Amazing,Borderlands 2,/games/borderlands-2/xbox-360-94188,Xbox 360,9.0,Y,2012,9,13,Shooter, RPG
189,Amazing,Borderlands 2,/games/borderlands-2/pc-94190,PC,9.0,Y,2012,9,13,Shooter, RPG
190,Great,Joe Danger: The Movie,/games/joe-danger-the-movie/xbox-360-115463,Xbox 360,8.0,N,2012,9,13,Action,
191,Amazing,Borderlands 2,/games/borderlands-2/ps3-94189,PlayStation 3,9.0,Y,2012,9,13,Shooter, RPG
192,Amazing,Sound Shapes,/games/sound-shapes-queasy-games/ps4-20007461,PlayStation 4,9.0,Y,2012,8,8,Platformer,
193,Amazing,Persona 4 Arena,/games/persona-4-arena/ps3-116910,PlayStation 3,9.0,Y,2012,8,7,Fighting,
194,Amazing,Persona 4 Arena,/games/persona-4-arena/xbox-360-116913,Xbox 360,9.0,Y,2012,8,7,Fighting,
195,Bad,Hell Yeah! Wrath of the Dead Rabbit,/games/hell-yeah-wrath-of-the-dead-rabbit/pc-129413,PC,4.9,N,2012,10,4,Platformer,
196,Bad,Hell Yeah! Wrath of the Dead Rabbit,/games/hell-yeah-wrath-of-the-dead-rabbit/xbox-360-129412,Xbox 360,4.9,N,2012,10,4,Platformer,
197,Mediocre,Retro City Rampage,/games/retro-city-rampage/vita-128972,PlayStation Vita,5.3,N,2012,10,15,Action, Adventure
198,Amazing,The Unfinished Swan,/games/the-unfinished-swan/ps3-133433,PlayStation 3,9.0,Y,2012,10,14,Puzzle,
199,Great,Tokyo Jungle,/games/tokyo-jungle-139049/ps3-85484,PlayStation 3,8.0,N,2012,9,13,Adventure,
200,Amazing,Halo 4,/games/halo-4/xbox-360-110563,Xbox 360,9.8,Y,2012,11,1,Shooter,
201,Amazing,Halo 4 (Limited Edition),/games/halo-4/xbox-360-134637,Xbox 360,9.8,Y,2012,11,1,Shooter,
202,Good,Zone of the Enders HD Collection,/games/zone-of-the-enders-hd-collection/ps3-110049,PlayStation 3,7.0,N,2012,11,1,Action, Compilation
203,Great,Harvest Moon: A New Beginning,/games/harvest-moon-hajimari-no-daichi/3ds-120299,Nintendo 3DS,8.3,N,2012,11,1,Adventure,
204,Good,Zone of the Enders HD Collection,/games/zone-of-the-enders-hd-collection/xbox-360-110060,Xbox 360,7.0,N,2012,11,1,Action, Compilation
205,Okay,Borderlands Legends,/games/borderlands-legends/iphone-145721,iPhone,6.5,N,2012,10,31,Action, RPG
206,Okay,Borderlands Legends,/games/borderlands-legends/ipad-145832,iPad,6.5,N,2012,10,31,Action, RPG
207,Amazing,Okami HD,/games/okami/ps3-136378,PlayStation 3,9.4,Y,2012,10,30,Adventure,
208,Mediocre,Ragnarok Odyssey,/games/ragnarok-odyssey/vita-117348,PlayStation Vita,5.0,N,2012,10,30,RPG,
209,Okay,Need for Speed Most Wanted,/games/need-for-speed-most-wanted-2012/iphone-135825,iPhone,6.9,N,2012,10,30,Racing, Action
210,Good,Pid,/games/pid/xbox-360-124089,Xbox 360,7.8,N,2012,10,30,Platformer,
211,Good,Pid,/games/pid/pc-124085,PC,7.8,N,2012,10,30,Platformer,
212,Good,Pid,/games/pid/ps3-124088,PlayStation 3,7.8,N,2012,10,30,Platformer,
213,Amazing,Need for Speed Most Wanted,/games/need-for-speed-most-wanted-2012/ps3-126560,PlayStation 3,9.0,Y,2012,10,30,Racing, Action
214,Great,Assassin's Creed III,/games/assassins-creed-iii/xbox-360-128701,Xbox 360,8.5,N,2012,10,30,Action, Adventure
215,Amazing,Need for Speed Most Wanted,/games/need-for-speed-most-wanted-2012/xbox-360-135486,Xbox 360,9.0,Y,2012,10,30,Racing, Action
216,Good,Assassin's Creed III: Liberation,/games/assassins-creed-vita/vita-115670,PlayStation Vita,7.2,N,2012,10,30,Action,
217,Great,Smart As...,/games/smart-as-135038/vita-98920,PlayStation Vita,8.5,N,2012,10,30,Educational, Puzzle
218,Great,Assassin's Creed III,/games/assassins-creed-iii/ps3-128700,PlayStation 3,8.5,N,2012,10,30,Action, Adventure
219,Amazing,Need for Speed Most Wanted,/games/need-for-speed-most-wanted-2012/pc-135628,PC,9.0,Y,2012,10,30,Racing, Action
220,Great,WWE '13,/games/wwe-13/ps3-127917,PlayStation 3,8.4,N,2012,10,29,Wrestling,
221,Okay,Street Fighter x Tekken,/games/street-fighter-x-tekken/vita-110720,PlayStation Vita,6.6,N,2012,10,29,Fighting,
222,Great,WWE '13,/games/wwe-13/xbox-360-127923,Xbox 360,8.4,N,2012,10,29,Wrestling,
223,Good,Chivalry: Medieval Warfare,/games/chivalry-medieval-warfare-142591/pc-75122,PC,7.9,N,2012,10,29,Adventure,
224,Good,Sonic Jump,/games/sonic-jump-2012/iphone-144482,iPhone,7.5,N,2012,10,29,Platformer,
225,Mediocre,F1 Race Stars,/games/f1-race-stars/xbox-360-137846,Xbox 360,5.2,N,2012,11,13,Racing,
226,Amazing,Call of Duty: Black Ops II,/games/call-of-duty-black-ops-ii/pc-126314,PC,9.3,Y,2012,11,13,Shooter,
227,Mediocre,F1 Race Stars,/games/f1-race-stars/ps3-137849,PlayStation 3,5.2,N,2012,11,13,Racing,
228,Mediocre,Midway Arcade Origins,/games/midway-arcade-origins/ps3-143385,PlayStation 3,5.5,N,2012,11,13,Action, Compilation
229,Mediocre,Midway Arcade Origins,/games/midway-arcade-origins/xbox-360-143382,Xbox 360,5.5,N,2012,11,13,Action, Compilation
230,Amazing,Call of Duty: Black Ops II,/games/call-of-duty-black-ops-ii/xbox-360-126311,Xbox 360,9.3,Y,2012,11,13,Shooter,
231,Amazing,Call of Duty: Black Ops II,/games/call-of-duty-black-ops-ii/ps3-126313,PlayStation 3,9.3,Y,2012,11,13,Shooter,
232,Okay,When Vikings Attack,/games/when-vikings-attack/ps3-135043,PlayStation 3,6.5,N,2012,11,9,Fighting, Action
233,Okay,When Vikings Attack,/games/when-vikings-attack/vita-135040,PlayStation Vita,6.5,N,2012,11,9,Fighting, Action
234,Mediocre,"Freakyforms Deluxe: Your Creations, Alive!",/games/freakyforms-deluxe-your-creations-alive/3ds-139655,Nintendo 3DS,5.0,N,2012,11,8,Productivity,
235,Mediocre,Painkiller: Hell & Damnation,/games/painkiller-hell-and-damnation/pc-136319,PC,5.0,N,2012,11,7,Shooter,
236,Great,Transformers Prime,/games/transformers-prime/3ds-130988,Nintendo 3DS,8.0,N,2012,11,7,Action,
237,Great,Angry Birds Star Wars,/games/star-wars-angry-birds/iphone-144485,iPhone,8.8,N,2012,11,7,Puzzle,
238,Good,Farming Simulator 2013,/games/farming-simulator-2013/pc-144241,PC,7.1,N,2012,11,7,Simulation,
239,Great,Paper Mario: Sticker Star,/games/paper-mario-3ds/3ds-77808,Nintendo 3DS,8.3,N,2012,11,6,RPG,
240,Okay,Lucius,/games/lucius-shiver-games/pc-83378,PC,6.0,N,2012,11,6,Adventure,
241,Mediocre,LittleBigPlanet Karting,/games/littlebigplanet-karting/ps3-128163,PlayStation 3,5.0,N,2012,11,6,Racing,
242,Good,Primal Carnage,/games/primal-carnage/pc-60854,PC,7.6,N,2012,11,5,Shooter,
243,Great,Natural Selection 2,/games/natural-selection-2/pc-904386,PC,8.0,N,2012,11,5,Shooter,
244,Okay,Symphonica: Grand Maestro,/games/symphonica-grand-maestro/iphone-141555,iPhone,6.0,N,2012,11,5,Music,
245,Amazing,Football Manager 2013,/games/football-manager-2013/mac-141666,Macintosh,9.0,Y,2012,11,3,Sports, Simulation
246,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/pc-135888,PC,9.5,Y,2012,11,19,Adventure,
247,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/ipad-135885,iPad,9.5,Y,2012,11,19,Adventure,
248,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/mac-135889,Macintosh,9.5,Y,2012,11,19,Adventure,
249,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/ps3-135887,PlayStation 3,9.5,Y,2012,11,19,Adventure,
250,Amazing,Football Manager 2013,/games/football-manager-2013/pc-141663,PC,9.0,Y,2012,11,3,Sports, Simulation
251,Good,Need for Speed Most Wanted,/games/need-for-speed-most-wanted-2012/vita-135721,PlayStation Vita,7.4,N,2012,11,2,Racing, Action
252,Bad,Orgarhythm,/games/orgarhythm-133846/vita-130950,PlayStation Vita,4.7,N,2012,11,2,Music, Action
253,Good,Sports Champions 2,/games/sports-champions-2/ps3-135395,PlayStation 3,7.6,N,2012,11,2,Sports, Action
254,Great,Kinect Party,/games/happy-action-theater-2/xbox-360-140195,Xbox 360,8.5,N,2012,12,20,Party,
255,Good,Sky Gamblers: Storm Raiders,/games/sky-gamblers-storm-raider/iphone-149216,iPhone,7.1,N,2012,12,19,Action,
256,Good,Oddworld: Stranger's Wrath HD,/games/oddworld-strangers-wrath/vita-110722,PlayStation Vita,7.5,N,2012,12,19,Action, Adventure
257,Good,AirBuccaneers,/games/airbuccaneers/pc-150858,PC,7.5,N,2012,12,19,Action,
258,Great,Theatrhythm Final Fantasy,/games/theatrhythm-final-fantasy/iphone-150082,iPhone,8.0,N,2012,12,19,Music, Action
259,Okay,Sing Party,/games/sing/wii-u-135741,Wii U,6.3,N,2012,12,18,Music,
260,Okay,Beatdown!,/games/beatdown/iphone-147890,iPhone,6.3,N,2012,11,19,Fighting, Action
261,Okay,Waking Mars,/games/waking-mars-148199/pc-148201,PC,6.5,N,2012,11,19,Action,
262,Okay,Waking Mars,/games/waking-mars-148199/iphone-129356,iPhone,6.5,N,2012,11,19,Action,
263,Amazing,Hitman: Absolution,/games/hitman-absolution/ps3-14348845,PlayStation 3,9.0,Y,2012,11,18,Action,
264,Amazing,Hitman: Absolution,/games/hitman-absolution/xbox-360-14348846,Xbox 360,9.0,Y,2012,11,18,Action,
265,Okay,ZombiU,/games/zombi-u/wii-u-135661,Wii U,6.3,N,2012,11,18,Shooter,
266,Good,Grand Theft Auto: Vice City,/games/grand-theft-aut-vice-city/iphone-146059,iPhone,7.7,N,2012,12,18,Action, Adventure
267,Good,Street Fighter X Mega Man,/games/street-fighter-x-mega-man/pc-149856,PC,7.0,N,2012,12,18,Action,
268,Good,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/vita-133506,PlayStation Vita,7.0,N,2012,12,17,Racing, Action
269,Good,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/3ds-133507,Nintendo 3DS,7.0,N,2012,12,17,Racing, Action
270,Good,The Sims 3: Seasons,/games/the-sims-3-seasons/pc-138921,PC,7.5,N,2012,12,17,Simulation,
271,Mediocre,Tank! Tank! Tank!,/games/tank-tank-tank/wii-u-135735,Wii U,5.8,N,2012,12,14,Action,
272,Good,Guardians of Middle-earth,/games/guardians-of-middle-earth/xbox-360-135298,Xbox 360,7.5,N,2012,12,14,Battle,
273,Okay,Ratchet & Clank: Full Frontal Assault,/games/ratchet-and-clank-full-frontal-assault/ps3-135296,PlayStation 3,6.4,N,2012,12,14,Action,
274,Bad,Page Chronica,/games/page-chronica/ps3-145412,PlayStation 3,4.1,N,2012,12,14,Puzzle,
275,Amazing,Hitman: Absolution,/games/hitman-absolution/pc-14251574,PC,9.0,Y,2012,11,18,Action,
276,Amazing,Batman: Arkham City -- Armored Edition,/games/batman-arkham-city/wii-u-110822,Wii U,9.5,Y,2012,11,17,Action,
277,Okay,Disney Epic Mickey 2: The Power of Two,/games/disney-epic-mickey-2-the-power-of-two/ps3-125841,PlayStation 3,6.0,N,2012,11,17,Action, Adventure
278,Okay,Disney Epic Mickey 2: The Power of Two,/games/disney-epic-mickey-2-the-power-of-two/xbox-360-125840,Xbox 360,6.0,N,2012,11,17,Action, Adventure
279,Good,Darksiders II,/games/darksiders-2/wii-u-110809,Wii U,7.5,N,2012,11,17,Action,
280,Great,Scribblenauts Unlimited,/games/scribblenauts-unlimited/wii-u-135731,Wii U,8.8,Y,2012,11,16,Puzzle, Action
281,Bad,Call of Duty: Black Ops Declassified,/games/call-of-duty-black-ops-declassified/vita-98928,PlayStation Vita,4.0,N,2012,11,16,Shooter,
282,Good,Fallen Enchantress,/games/elemental-fallen-enchantress/pc-101961,PC,7.9,N,2012,11,16,Strategy,
283,Good,Guns of Icarus Online,/games/guns-of-icarus-online/pc-115437,PC,7.3,N,2012,11,16,Shooter,
284,Mediocre,Miner Wars 2081,/games/miner-wars-2081/pc-21143,PC,5.0,N,2012,12,14,Shooter,
285,Good,Guardians of Middle-earth,/games/guardians-of-middle-earth/ps3-135301,PlayStation 3,7.5,N,2012,12,14,Battle,
286,Great,The Elder Scrolls V: Skyrim -- Dragonborn,/games/the-elder-scrolls-v-skyrim-dragonborn/xbox-360-146422,Xbox 360,8.8,N,2012,12,13,RPG,
287,Okay,Baldur's Gate -- Enhanced Edition,/games/baldurs-gate-enhanced-edition/ipad-130702,iPad,6.0,N,2012,12,13,RPG,
288,Okay,Black Knight Sword,/games/black-knight-sword/xbox-360-115069,Xbox 360,6.9,N,2012,12,13,Puzzle, Adventure
289,Okay,Black Knight Sword,/games/black-knight-sword/ps3-115068,PlayStation 3,6.9,N,2012,12,13,Puzzle, Adventure
290,Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/xbox-360-100888,Xbox 360,9.3,Y,2012,12,12,Adventure,
291,Great,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/xbox-360-133505,Xbox 360,8.6,N,2012,11,15,Racing, Action
292,Amazing,New Super Mario Bros. U,/games/new-super-mario-bros-u/wii-u-135584,Wii U,9.1,Y,2012,11,15,Platformer,
293,Great,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/ps3-133498,PlayStation 3,8.6,N,2012,11,15,Racing, Action
294,Great,Nintendo Land,/games/nintendo-land/wii-u-135744,Wii U,8.7,Y,2012,11,15,Party,
295,Good,ARC Squadron,/games/arc-squadron-145523/iphone-145520,iPhone,7.3,N,2012,11,13,Flight, Action
296,Good,Ninja Gaiden III: Razor's Edge,/games/ninja-gaiden-iii-razors-edge/wii-u-110811,Wii U,7.6,N,2012,11,13,Action,
297,Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/ps3-100887,PlayStation 3,9.3,Y,2012,12,12,Adventure,
298,Amazing,The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/pc-20008044,PC,9.3,Y,2012,12,12,Adventure,
299,Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/iphone-150119,iPhone,9.3,Y,2012,12,12,Adventure,
300,Good,Real Boxing,/games/real-boxing-147889/iphone-147888,iPhone,7.6,N,2012,11,30,Sports,
301,Great,Baldur's Gate -- Enhanced Edition,/games/baldurs-gate-enhanced-edition/pc-130328,PC,8.1,N,2012,11,30,RPG,
302,Amazing,Crashmo,/games/crashmo/3ds-144426,Nintendo 3DS,9.5,Y,2012,11,30,Puzzle, Action
303,Amazing,PlanetSide 2,/games/planetside-2/pc-14242769,PC,9.0,Y,2012,11,30,Shooter,
304,Okay,Disney Epic Mickey 2: The Power of Two,/games/disney-epic-mickey-2-the-power-of-two/wii-u-142951,Wii U,6.0,N,2012,11,29,Action, Adventure
305,Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/pc-100880,PC,9.3,Y,2012,12,12,Adventure,
306,Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/mac-100885,Macintosh,9.3,Y,2012,12,12,Adventure,
307,Good,Strike Suit Zero,/games/strike-suit-zero/pc-115112,PC,7.5,N,2013,1,22,Shooter,
308,Painful,Final Fantasy: All The Bravest,/games/final-fantasy-all-the-bravest-156962/iphone-156958,iPhone,2.5,N,2013,1,18,RPG,
309,Good,Tokyo Crash Mobs,/games/tokyo-crash-mobs/3ds-144441,Nintendo 3DS,7.7,N,2013,1,18,Puzzle, Action
310,Amazing,Ni no Kuni: Wrath of the White Witch,/games/ni-no-kuni/ps3-14284017,PlayStation 3,9.4,Y,2013,1,15,RPG,
311,Mediocre,Marvel's The Avengers: Battle For Earth,/games/marvels-the-avengers-battle-for-earth/wii-u-134289,Wii U,5.0,N,2013,1,15,Action,
312,Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/xbox-360-150509,Xbox 360,6.9,N,2013,1,15,Shooter, RPG
313,Great,Assassin's Creed III,/games/assassins-creed-iii/pc-119437,PC,8.6,Y,2012,11,23,Action, Adventure
314,Okay,Chasing Aurora,/games/chasing-aurora/wii-u-135575,Wii U,6.0,N,2012,11,22,Action,
315,Great,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,/games/adventure-time-hey-ice-king-whyd-you-steal-our-garbage/3ds-135984,Nintendo 3DS,8.5,Y,2012,11,22,Adventure,
316,Great,Madden NFL 13,/games/madden-nfl-2013/wii-128099,Wii,8.3,N,2012,11,21,Sports,
317,Good,Warriors Orochi 3 Hyper,/games/warriors-orochi-3-hyper/wii-u-142961,Wii U,7.0,N,2012,11,29,Action,
318,Good,Transformers Prime,/games/transformers-prime/wii-u-136308,Wii U,7.8,N,2012,11,28,Action,
319,Okay,Skylanders Battlegrounds,/games/skylanders-battlegrounds/iphone-146163,iPhone,6.6,N,2012,11,28,Action,
320,Good,Rage of the Gladiator,/games/rage-of-the-gladiator-2010/iphone-146969,iPhone,7.6,N,2012,11,28,Action,
321,Okay,FIFA Soccer 13,/games/fifa-2013/wii-u-136146,Wii U,6.0,N,2012,11,27,Sports,
322,Okay,Family Guy: Back to the Multiverse,/games/family-guy-back-to-the-multiverse/xbox-360-133934,Xbox 360,6.0,N,2012,11,27,Adventure,
323,Okay,Family Guy: Back to the Multiverse,/games/family-guy-back-to-the-multiverse/ps3-133931,PlayStation 3,6.0,N,2012,11,27,Adventure,
324,Mediocre,Little Inferno,/games/little-inferno/pc-136966,PC,5.0,N,2012,11,27,Puzzle,
325,Mediocre,Little Inferno,/games/little-inferno/wii-u-137620,Wii U,5.0,N,2012,11,27,Puzzle,
326,Amazing,The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/ps3-20008043,PlayStation 3,9.3,Y,2012,12,12,Adventure,
327,Amazing,The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/xbox-360-20008042,Xbox 360,9.3,Y,2012,12,12,Adventure,
328,Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/ipad-100886,iPad,9.3,Y,2012,12,12,Adventure,
329,Amazing,Minigore 2: Zombies,/games/minigore-2-zombies/iphone-149695,iPhone,9.1,Y,2012,12,12,Shooter,
330,Mediocre,Jet Set Radio,/games/jet-set-radio/iphone-138175,iPhone,5.6,N,2012,12,12,Action,
331,Good,Forge,/games/forge/pc-136254,PC,7.0,N,2012,12,12,Shooter,
332,Okay,Nancy Drew: The Deadly Device,/games/nancy-drew-the-deadly-device/pc-145847,PC,6.8,N,2012,12,11,Adventure,
333,Good,Into the Dead,/games/into-the-dead/iphone-149569,iPhone,7.0,N,2012,12,10,Action,
334,Mediocre,Just Dance 4,/games/just-dance-4/wii-u-135665,Wii U,5.3,N,2012,12,10,Music,
335,Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/pc-150514,PC,6.9,N,2013,1,15,Shooter, RPG
336,Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/ps3-150510,PlayStation 3,6.9,N,2013,1,15,Shooter, RPG
337,Great,DmC: Devil May Cry,/games/dmc/pc-134823,PC,8.9,Y,2013,1,14,Action,
338,Great,Unchained Blades,/games/unchained-blades/3ds-101274,Nintendo 3DS,8.0,N,2013,1,14,RPG,
339,Great,DmC: Devil May Cry,/games/dmc/ps3-85707,PlayStation 3,8.5,Y,2013,1,14,Action,
340,Good,The Earth Defense Force 2017 Portable,/games/the-earth-defense-force-2017/vita-137197,PlayStation Vita,7.5,N,2013,1,14,Action,
341,Bad,007 Legends,/games/007-legends/wii-u-142949,Wii U,4.2,N,2013,1,14,Action,
342,Mediocre,Wraithborne,/games/wraithborne/iphone-146959,iPhone,5.2,N,2012,11,21,Action,
343,Amazing,Persona 4 Golden,/games/shin-megami-tensei-persona-4/vita-116892,PlayStation Vita,9.3,Y,2012,11,21,RPG,
344,Amazing,Call of Duty: Black Ops II,/games/call-of-duty-black-ops-ii/wii-u-136081,Wii U,9.3,Y,2012,11,21,Shooter,
345,Mediocre,Rabbids Land,/games/rayman-raving-rabbids-for-wii-u/wii-u-110845,Wii U,5.0,N,2012,11,21,Party,
346,Good,Tekken Tag Tournament 2: Wii U Edition,/games/tekken-tag-tournament-2/wii-u-110807,Wii U,7.5,N,2012,11,21,Fighting,
347,Amazing,Far Cry 3,/games/far-cry-3/pc-53492,PC,9.0,Y,2012,11,21,Shooter,
348,Great,Madden NFL 13,/games/madden-nfl-2013/wii-u-110858,Wii U,8.3,N,2012,11,21,Sports,
349,Amazing,Far Cry 3,/games/far-cry-3/ps3-53488,PlayStation 3,9.0,Y,2012,11,21,Shooter,
350,Mediocre,Little Inferno,/games/little-inferno/mac-137618,Macintosh,5.0,N,2012,11,27,Puzzle,
351,Mediocre,Little Inferno,/games/little-inferno/ipad-162572,iPad,5.0,N,2012,11,27,Puzzle,
